Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateUser_DeleteUser,Chrome 68.0.3440.106,,2018-08-14 12:55:07,2018-08-14 12:55:33,"25,716s",FAILED
,,,,,,
Test Cases/LoginAccountCompany,Chrome 68.0.3440.106,,2018-08-14 12:55:08,2018-08-14 12:55:17,"8,497s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-14 12:55:09,2018-08-14 12:55:13,"4,018s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-14 12:55:13,2018-08-14 12:55:15,"2,379s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:55:15,2018-08-14 12:55:16,"0,531s",PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-14 12:55:16,2018-08-14 12:55:16,"0,730s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:16,2018-08-14 12:55:17,"0,178s",PASSED
,,,,,,
Test Cases/CreateUser,Chrome 68.0.3440.106,,2018-08-14 12:55:17,2018-08-14 12:55:27,"10,172s",FAILED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:17,2018-08-14 12:55:23,"6,103s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:23,2018-08-14 12:55:23,"0,464s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:23,2018-08-14 12:55:24,"0,137s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:55:24,2018-08-14 12:55:24,"0,858s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:55:24,2018-08-14 12:55:25,"0,671s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:25,2018-08-14 12:55:25,"0,137s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-08-14 12:55:25,2018-08-14 12:55:26,"1,083s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:26,2018-08-14 12:55:27,"0,458s",FAILED
,,,,,,
Test Cases/DeleteUser,Chrome 68.0.3440.106,,2018-08-14 12:55:27,2018-08-14 12:55:33,"6,331s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:27,2018-08-14 12:55:28,"0,791s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:28,2018-08-14 12:55:28,"0,129s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:28,2018-08-14 12:55:28,"0,123s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:28,2018-08-14 12:55:33,"4,852s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:55:33,2018-08-14 12:55:33,"0,197s",PASSED
